Round,Date,Team 1,FT,Team 2,Year,Month,Day,Date,DayOfWeek,Total Goals,Team 1 Goals,Team 2 Goals,Result
32,Sat Feb 8 2020,Leyton Orient FC,01-Jan,Macclesfield Town FC,2020,Feb,8,8/Feb/2020,Sat,2,1,1,Draw
33,Tue Feb 11 2020,Leyton Orient FC,02-Jan,Mansfield Town FC,2020,Feb,11,11/Feb/2020,Tue,3,2,1,Leyton Orient FC
33,Tue Feb 11 2020,Morecambe FC,2-0,Macclesfield Town FC,2020,Feb,11,11/Feb/2020,Tue,2,2,0,Morecambe FC
33,Tue Feb 11 2020,Newport County AFC,0-0,Walsall FC,2020,Feb,11,11/Feb/2020,Tue,0,0,0,Draw
33,Tue Feb 11 2020,Northampton Town FC,0-1,Swindon Town FC,2020,Feb,11,11/Feb/2020,Tue,1,0,1,Swindon Town FC
33,Tue Feb 11 2020,Salford City FC,02-Mar,Plymouth Argyle FC,2020,Feb,11,11/Feb/2020,Tue,5,2,3,Plymouth Argyle FC
33,Tue Feb 11 2020,Forest Green Rovers FC,02-Mar,Port Vale FC,2020,Feb,11,11/Feb/2020,Tue,5,2,3,Port Vale FC
33,Tue Feb 11 2020,Scunthorpe United FC,0-2,Cambridge United FC,2020,Feb,11,11/Feb/2020,Tue,2,0,2,Cambridge United FC
33,Tue Feb 11 2020,Bradford City AFC,03-Jan,Stevenage FC,2020,Feb,11,11/Feb/2020,Tue,4,3,1,Bradford City AFC
33,Tue Feb 11 2020,Carlisle United FC,0-1,Cheltenham Town FC,2020,Feb,11,11/Feb/2020,Tue,1,0,1,Cheltenham Town FC
33,Tue Feb 11 2020,Colchester United FC,02-Mar,Grimsby Town FC,2020,Feb,11,11/Feb/2020,Tue,5,2,3,Grimsby Town FC
33,Tue Feb 11 2020,Crewe Alexandra FC,02-Jan,Crawley Town FC,2020,Feb,11,11/Feb/2020,Tue,3,2,1,Crewe Alexandra FC
33,Tue Feb 11 2020,Exeter City FC,05-Jan,Oldham Athletic AFC,2020,Feb,11,11/Feb/2020,Tue,6,5,1,Exeter City FC
34,Sat Feb 15 2020,Macclesfield Town FC,02-Mar,Exeter City FC,2020,Feb,15,15/Feb/2020,Sat,5,2,3,Exeter City FC
34,Sat Feb 15 2020,Walsall FC,03-Feb,Northampton Town FC,2020,Feb,15,15/Feb/2020,Sat,5,3,2,Walsall FC
34,Sat Feb 15 2020,Stevenage FC,0-1,Salford City FC,2020,Feb,15,15/Feb/2020,Sat,1,0,1,Salford City FC
34,Sat Feb 15 2020,Port Vale FC,3-0,Colchester United FC,2020,Feb,15,15/Feb/2020,Sat,3,3,0,Port Vale FC
34,Sat Feb 15 2020,Plymouth Argyle FC,02-Jan,Crewe Alexandra FC,2020,Feb,15,15/Feb/2020,Sat,3,2,1,Plymouth Argyle FC
34,Sat Feb 15 2020,Oldham Athletic AFC,01-Jan,Forest Green Rovers FC,2020,Feb,15,15/Feb/2020,Sat,2,1,1,Draw
34,Sat Feb 15 2020,Mansfield Town FC,1-0,Newport County AFC,2020,Feb,15,15/Feb/2020,Sat,1,1,0,Mansfield Town FC
34,Sat Feb 15 2020,Cambridge United FC,02-Jan,Bradford City AFC,2020,Feb,15,15/Feb/2020,Sat,3,2,1,Cambridge United FC
34,Sat Feb 15 2020,Cheltenham Town FC,02-Jan,Leyton Orient FC,2020,Feb,15,15/Feb/2020,Sat,3,2,1,Cheltenham Town FC
34,Sat Feb 15 2020,Crawley Town FC,0-0,Carlisle United FC,2020,Feb,15,15/Feb/2020,Sat,0,0,0,Draw
34,Sat Feb 15 2020,Grimsby Town FC,02-Jan,Morecambe FC,2020,Feb,15,15/Feb/2020,Sat,3,2,1,Grimsby Town FC
22,Tue Feb 18 2020,Macclesfield Town FC,01-Jan,Plymouth Argyle FC,2020,Feb,18,18/Feb/2020,Tue,2,1,1,Draw
35,Sat Feb 22 2020,Northampton Town FC,2-0,Exeter City FC,2020,Feb,22,22/Feb/2020,Sat,2,2,0,Northampton Town FC
35,Sat Feb 22 2020,Plymouth Argyle FC,0-0,Cambridge United FC,2020,Feb,22,22/Feb/2020,Sat,0,0,0,Draw
35,Sat Feb 22 2020,Leyton Orient FC,02-Feb,Oldham Athletic AFC,2020,Feb,22,22/Feb/2020,Sat,4,2,2,Draw
35,Sat Feb 22 2020,Scunthorpe United FC,1-0,Forest Green Rovers FC,2020,Feb,22,22/Feb/2020,Sat,1,1,0,Scunthorpe United FC
35,Sat Feb 22 2020,Swindon Town FC,03-Jan,Grimsby Town FC,2020,Feb,22,22/Feb/2020,Sat,4,3,1,Swindon Town FC
35,Sat Feb 22 2020,Salford City FC,01-Feb,Colchester United FC,2020,Feb,22,22/Feb/2020,Sat,3,1,2,Colchester United FC
35,Sat Feb 22 2020,Newport County AFC,02-Jan,Bradford City AFC,2020,Feb,22,22/Feb/2020,Sat,3,2,1,Newport County AFC
35,Sat Feb 22 2020,Carlisle United FC,02-Feb,Morecambe FC,2020,Feb,22,22/Feb/2020,Sat,4,2,2,Draw
35,Sat Feb 22 2020,Cheltenham Town FC,1-0,Mansfield Town FC,2020,Feb,22,22/Feb/2020,Sat,1,1,0,Cheltenham Town FC
35,Sat Feb 22 2020,Crawley Town FC,2-0,Stevenage FC,2020,Feb,22,22/Feb/2020,Sat,2,2,0,Crawley Town FC
35,Sat Feb 22 2020,Crewe Alexandra FC,2-0,Macclesfield Town FC,2020,Feb,22,22/Feb/2020,Sat,2,2,0,Crewe Alexandra FC
35,Sat Feb 22 2020,Walsall FC,02-Feb,Port Vale FC,2020,Feb,22,22/Feb/2020,Sat,4,2,2,Draw
18,Tue Feb 25 2020,Grimsby Town FC,04-Feb,Newport County AFC,2020,Feb,25,25/Feb/2020,Tue,6,4,2,Grimsby Town FC
29,Tue Feb 25 2020,Cheltenham Town FC,02-Jan,Northampton Town FC,2020,Feb,25,25/Feb/2020,Tue,3,2,1,Cheltenham Town FC
36,Sat Feb 29 2020,Port Vale FC,02-Feb,Scunthorpe United FC,2020,Feb,29,29/Feb/2020,Sat,4,2,2,Draw
36,Sat Feb 29 2020,Exeter City FC,01-Jan,Crawley Town FC,2020,Feb,29,29/Feb/2020,Sat,2,1,1,Draw
36,Sat Feb 29 2020,Morecambe FC,01-Jan,Crewe Alexandra FC,2020,Feb,29,29/Feb/2020,Sat,2,1,1,Draw
36,Sat Feb 29 2020,Grimsby Town FC,0-3,Northampton Town FC,2020,Feb,29,29/Feb/2020,Sat,3,0,3,Northampton Town FC
36,Sat Feb 29 2020,Macclesfield Town FC,0-2,Salford City FC,2020,Feb,29,29/Feb/2020,Sat,2,0,2,Salford City FC
36,Sat Feb 29 2020,Bradford City AFC,02-Jan,Plymouth Argyle FC,2020,Feb,29,29/Feb/2020,Sat,3,2,1,Bradford City AFC
36,Sat Feb 29 2020,Cambridge United FC,01-Feb,Carlisle United FC,2020,Feb,29,29/Feb/2020,Sat,3,1,2,Carlisle United FC
36,Sat Feb 29 2020,Colchester United FC,0-2,Cheltenham Town FC,2020,Feb,29,29/Feb/2020,Sat,2,0,2,Cheltenham Town FC
36,Sat Feb 29 2020,Oldham Athletic AFC,5-0,Newport County AFC,2020,Feb,29,29/Feb/2020,Sat,5,5,0,Oldham Athletic AFC
17,Tue Mar 3 2020,Plymouth Argyle FC,3-0,Grimsby Town FC,2020,Mar,3,3/Mar/2020,Tue,3,3,0,Plymouth Argyle FC
26,Tue Mar 3 2020,Exeter City FC,01-Jan,Crewe Alexandra FC,2020,Mar,3,3/Mar/2020,Tue,2,1,1,Draw
34,Tue Mar 3 2020,Swindon Town FC,2-0,Scunthorpe United FC,2020,Mar,3,3/Mar/2020,Tue,2,2,0,Swindon Town FC
37,Sat Mar 7 2020,Swindon Town FC,0-2,Forest Green Rovers FC,2020,Mar,7,7/Mar/2020,Sat,2,0,2,Forest Green Rovers FC
37,Sat Mar 7 2020,Walsall FC,03-Jan,Exeter City FC,2020,Mar,7,7/Mar/2020,Sat,4,3,1,Walsall FC
37,Sat Mar 7 2020,Salford City FC,2-0,Bradford City AFC,2020,Mar,7,7/Mar/2020,Sat,2,2,0,Salford City FC
37,Sat Mar 7 2020,Plymouth Argyle FC,3-0,Macclesfield Town FC,2020,Mar,7,7/Mar/2020,Sat,3,3,0,Plymouth Argyle FC
37,Sat Mar 7 2020,Northampton Town FC,01-Feb,Mansfield Town FC,2020,Mar,7,7/Mar/2020,Sat,3,1,2,Mansfield Town FC
37,Sat Mar 7 2020,Newport County AFC,1-0,Morecambe FC,2020,Mar,7,7/Mar/2020,Sat,1,1,0,Newport County AFC
37,Sat Mar 7 2020,Carlisle United FC,0-3,Colchester United FC,2020,Mar,7,7/Mar/2020,Sat,3,0,3,Colchester United FC
37,Sat Mar 7 2020,Cheltenham Town FC,0-0,Port Vale FC,2020,Mar,7,7/Mar/2020,Sat,0,0,0,Draw
37,Sat Mar 7 2020,Crawley Town FC,3-0,Oldham Athletic AFC,2020,Mar,7,7/Mar/2020,Sat,3,3,0,Crawley Town FC
37,Sat Mar 7 2020,Crewe Alexandra FC,03-Jan,Stevenage FC,2020,Mar,7,7/Mar/2020,Sat,4,3,1,Crewe Alexandra FC
37,Sat Mar 7 2020,Scunthorpe United FC,0-2,Grimsby Town FC,2020,Mar,7,7/Mar/2020,Sat,2,0,2,Grimsby Town FC
37,Sat Mar 7 2020,Leyton Orient FC,02-Jan,Cambridge United FC,2020,Mar,7,7/Mar/2020,Sat,3,2,1,Leyton Orient FC
26,Tue Mar 10 2020,Carlisle United FC,2-0,Newport County AFC,2020,Mar,10,10/Mar/2020,Tue,2,2,0,Carlisle United FC
38,Sat Mar 14 2020,Oldham Athletic AFC,,Swindon Town FC,2020,Mar,14,14/Mar/2020,Sat,1,0,1,Swindon Town FC
38,Sat Mar 14 2020,Port Vale FC,,Crawley Town FC,2020,Mar,14,14/Mar/2020,Sat,1,0,1,Crawley Town FC
38,Sat Mar 14 2020,Stevenage FC,,Newport County AFC,2020,Mar,14,14/Mar/2020,Sat,1,0,1,Newport County AFC
38,Sat Mar 14 2020,Mansfield Town FC,,Crewe Alexandra FC,2020,Mar,14,14/Mar/2020,Sat,1,0,1,Crewe Alexandra FC
38,Sat Mar 14 2020,Bradford City AFC,,Leyton Orient FC,2020,Mar,14,14/Mar/2020,Sat,1,0,1,Leyton Orient FC
38,Sat Mar 14 2020,Cambridge United FC,,Cheltenham Town FC,2020,Mar,14,14/Mar/2020,Sat,1,0,1,Cheltenham Town FC
38,Sat Mar 14 2020,Colchester United FC,,Scunthorpe United FC,2020,Mar,14,14/Mar/2020,Sat,1,0,1,Scunthorpe United FC
38,Sat Mar 14 2020,Exeter City FC,,Salford City FC,2020,Mar,14,14/Mar/2020,Sat,1,0,1,Salford City FC
38,Sat Mar 14 2020,Forest Green Rovers FC,,Northampton Town FC,2020,Mar,14,14/Mar/2020,Sat,1,0,1,Northampton Town FC
38,Sat Mar 14 2020,Grimsby Town FC,,Carlisle United FC,2020,Mar,14,14/Mar/2020,Sat,1,0,1,Carlisle United FC
38,Sat Mar 14 2020,Macclesfield Town FC,,Walsall FC,2020,Mar,14,14/Mar/2020,Sat,1,0,1,Walsall FC
38,Sat Mar 14 2020,Morecambe FC,,Plymouth Argyle FC,2020,Mar,14,14/Mar/2020,Sat,1,0,1,Plymouth Argyle FC
39,Tue Mar 17 2020,Salford City FC,,Mansfield Town FC,2020,Mar,17,17/Mar/2020,Tue,1,0,1,Mansfield Town FC
39,Tue Mar 17 2020,Walsall FC,,Oldham Athletic AFC,2020,Mar,17,17/Mar/2020,Tue,1,0,1,Oldham Athletic AFC
39,Tue Mar 17 2020,Stevenage FC,,Swindon Town FC,2020,Mar,17,17/Mar/2020,Tue,1,0,1,Swindon Town FC
39,Tue Mar 17 2020,Port Vale FC,,Bradford City AFC,2020,Mar,17,17/Mar/2020,Tue,1,0,1,Bradford City AFC
39,Tue Mar 17 2020,Northampton Town FC,,Carlisle United FC,2020,Mar,17,17/Mar/2020,Tue,1,0,1,Carlisle United FC
39,Tue Mar 17 2020,Crawley Town FC,,Newport County AFC,2020,Mar,17,17/Mar/2020,Tue,1,0,1,Newport County AFC
39,Tue Mar 17 2020,Exeter City FC,,Scunthorpe United FC,2020,Mar,17,17/Mar/2020,Tue,1,0,1,Scunthorpe United FC
39,Tue Mar 17 2020,Forest Green Rovers FC,,Morecambe FC,2020,Mar,17,17/Mar/2020,Tue,1,0,1,Morecambe FC
39,Tue Mar 17 2020,Grimsby Town FC,,Cambridge United FC,2020,Mar,17,17/Mar/2020,Tue,1,0,1,Cambridge United FC
39,Tue Mar 17 2020,Leyton Orient FC,,Plymouth Argyle FC,2020,Mar,17,17/Mar/2020,Tue,1,0,1,Plymouth Argyle FC
39,Tue Mar 17 2020,Macclesfield Town FC,,Cheltenham Town FC,2020,Mar,17,17/Mar/2020,Tue,1,0,1,Cheltenham Town FC
39,Tue Mar 17 2020,Colchester United FC,,Crewe Alexandra FC,2020,Mar,17,17/Mar/2020,Tue,1,0,1,Crewe Alexandra FC
40,Sat Mar 21 2020,Carlisle United FC,,Leyton Orient FC,2020,Mar,21,21/Mar/2020,Sat,1,0,1,Leyton Orient FC
40,Sat Mar 21 2020,Plymouth Argyle FC,,Exeter City FC,2020,Mar,21,21/Mar/2020,Sat,1,0,1,Exeter City FC
40,Sat Mar 21 2020,Oldham Athletic AFC,,Port Vale FC,2020,Mar,21,21/Mar/2020,Sat,1,0,1,Port Vale FC
40,Sat Mar 21 2020,Swindon Town FC,,Crawley Town FC,2020,Mar,21,21/Mar/2020,Sat,1,0,1,Crawley Town FC
40,Sat Mar 21 2020,Bradford City AFC,,Macclesfield Town FC,2020,Mar,21,21/Mar/2020,Sat,1,0,1,Macclesfield Town FC
40,Sat Mar 21 2020,Cambridge United FC,,Northampton Town FC,2020,Mar,21,21/Mar/2020,Sat,1,0,1,Northampton Town FC
40,Sat Mar 21 2020,Cheltenham Town FC,,Grimsby Town FC,2020,Mar,21,21/Mar/2020,Sat,1,0,1,Grimsby Town FC
40,Sat Mar 21 2020,Newport County AFC,,Colchester United FC,2020,Mar,21,21/Mar/2020,Sat,1,0,1,Colchester United FC
40,Sat Mar 21 2020,Crewe Alexandra FC,,Forest Green Rovers FC,2020,Mar,21,21/Mar/2020,Sat,1,0,1,Forest Green Rovers FC
40,Sat Mar 21 2020,Mansfield Town FC,,Walsall FC,2020,Mar,21,21/Mar/2020,Sat,1,0,1,Walsall FC
40,Sat Mar 21 2020,Morecambe FC,,Stevenage FC,2020,Mar,21,21/Mar/2020,Sat,1,0,1,Stevenage FC
40,Sat Mar 21 2020,Scunthorpe United FC,,Salford City FC,2020,Mar,21,21/Mar/2020,Sat,1,0,1,Salford City FC
13,Tue Mar 24 2020,Cheltenham Town FC,,Newport County AFC,2020,Mar,24,24/Mar/2020,Tue,1,0,1,Newport County AFC
42,Tue Mar 24 2020,Swindon Town FC,,Salford City FC,2020,Mar,24,24/Mar/2020,Tue,1,0,1,Salford City FC
41,Sat Mar 28 2020,Stevenage FC,,Scunthorpe United FC,2020,Mar,28,28/Mar/2020,Sat,1,0,1,Scunthorpe United FC
41,Sat Mar 28 2020,Walsall FC,,Swindon Town FC,2020,Mar,28,28/Mar/2020,Sat,1,0,1,Swindon Town FC
41,Sat Mar 28 2020,Colchester United FC,,Mansfield Town FC,2020,Mar,28,28/Mar/2020,Sat,1,0,1,Mansfield Town FC
41,Sat Mar 28 2020,Crawley Town FC,,Cambridge United FC,2020,Mar,28,28/Mar/2020,Sat,1,0,1,Cambridge United FC
41,Sat Mar 28 2020,Salford City FC,,Newport County AFC,2020,Mar,28,28/Mar/2020,Sat,1,0,1,Newport County AFC
41,Sat Mar 28 2020,Forest Green Rovers FC,,Cheltenham Town FC,2020,Mar,28,28/Mar/2020,Sat,1,0,1,Cheltenham Town FC
41,Sat Mar 28 2020,Grimsby Town FC,,Plymouth Argyle FC,2020,Mar,28,28/Mar/2020,Sat,1,0,1,Plymouth Argyle FC
41,Sat Mar 28 2020,Leyton Orient FC,,Morecambe FC,2020,Mar,28,28/Mar/2020,Sat,1,0,1,Morecambe FC
41,Sat Mar 28 2020,Macclesfield Town FC,,Carlisle United FC,2020,Mar,28,28/Mar/2020,Sat,1,0,1,Carlisle United FC
41,Sat Mar 28 2020,Northampton Town FC,,Oldham Athletic AFC,2020,Mar,28,28/Mar/2020,Sat,1,0,1,Oldham Athletic AFC
41,Sat Mar 28 2020,Exeter City FC,,Bradford City AFC,2020,Mar,28,28/Mar/2020,Sat,1,0,1,Bradford City AFC
41,Sat Mar 28 2020,Port Vale FC,,Crewe Alexandra FC,2020,Mar,28,28/Mar/2020,Sat,1,0,1,Crewe Alexandra FC
36,Tue Mar 31 2020,Stevenage FC,,Walsall FC,2020,Mar,31,31/Mar/2020,Tue,1,0,1,Walsall FC
36,Tue Mar 31 2020,Mansfield Town FC,,Swindon Town FC,2020,Mar,31,31/Mar/2020,Tue,1,0,1,Swindon Town FC
36,Tue Mar 31 2020,Forest Green Rovers FC,,Leyton Orient FC,2020,Mar,31,31/Mar/2020,Tue,1,0,1,Leyton Orient FC
42,Sat Apr 4 2020,Bradford City AFC,,Colchester United FC,2020,Apr,4,4/Apr/2020,Sat,1,0,1,Colchester United FC
42,Sat Apr 4 2020,Cambridge United FC,,Walsall FC,2020,Apr,4,4/Apr/2020,Sat,1,0,1,Walsall FC
42,Sat Apr 4 2020,Carlisle United FC,,Port Vale FC,2020,Apr,4,4/Apr/2020,Sat,1,0,1,Port Vale FC
42,Sat Apr 4 2020,Cheltenham Town FC,,Exeter City FC,2020,Apr,4,4/Apr/2020,Sat,1,0,1,Exeter City FC
42,Sat Apr 4 2020,Crewe Alexandra FC,,Northampton Town FC,2020,Apr,4,4/Apr/2020,Sat,1,0,1,Northampton Town FC
42,Sat Apr 4 2020,Mansfield Town FC,,Macclesfield Town FC,2020,Apr,4,4/Apr/2020,Sat,1,0,1,Macclesfield Town FC
42,Sat Apr 4 2020,Morecambe FC,,Crawley Town FC,2020,Apr,4,4/Apr/2020,Sat,1,0,1,Crawley Town FC
42,Sat Apr 4 2020,Newport County AFC,,Grimsby Town FC,2020,Apr,4,4/Apr/2020,Sat,1,0,1,Grimsby Town FC
42,Sat Apr 4 2020,Oldham Athletic AFC,,Stevenage FC,2020,Apr,4,4/Apr/2020,Sat,1,0,1,Stevenage FC
42,Sat Apr 4 2020,Plymouth Argyle FC,,Forest Green Rovers FC,2020,Apr,4,4/Apr/2020,Sat,1,0,1,Forest Green Rovers FC
42,Sat Apr 4 2020,Scunthorpe United FC,,Leyton Orient FC,2020,Apr,4,4/Apr/2020,Sat,1,0,1,Leyton Orient FC
43,Fri Apr 10 2020,Crawley Town FC,,Leyton Orient FC,2020,Apr,10,10/Apr/2020,Fri,1,0,1,Leyton Orient FC
43,Fri Apr 10 2020,Crewe Alexandra FC,,Newport County AFC,2020,Apr,10,10/Apr/2020,Fri,1,0,1,Newport County AFC
43,Fri Apr 10 2020,Exeter City FC,,Morecambe FC,2020,Apr,10,10/Apr/2020,Fri,1,0,1,Morecambe FC
43,Fri Apr 10 2020,Forest Green Rovers FC,,Bradford City AFC,2020,Apr,10,10/Apr/2020,Fri,1,0,1,Bradford City AFC
43,Fri Apr 10 2020,Northampton Town FC,,Colchester United FC,2020,Apr,10,10/Apr/2020,Fri,1,0,1,Colchester United FC
43,Fri Apr 10 2020,Oldham Athletic AFC,,Cambridge United FC,2020,Apr,10,10/Apr/2020,Fri,1,0,1,Cambridge United FC
43,Fri Apr 10 2020,Port Vale FC,,Grimsby Town FC,2020,Apr,10,10/Apr/2020,Fri,1,0,1,Grimsby Town FC
43,Fri Apr 10 2020,Salford City FC,,Carlisle United FC,2020,Apr,10,10/Apr/2020,Fri,1,0,1,Carlisle United FC
43,Fri Apr 10 2020,Scunthorpe United FC,,Macclesfield Town FC,2020,Apr,10,10/Apr/2020,Fri,1,0,1,Macclesfield Town FC
43,Fri Apr 10 2020,Stevenage FC,,Mansfield Town FC,2020,Apr,10,10/Apr/2020,Fri,1,0,1,Mansfield Town FC
43,Fri Apr 10 2020,Swindon Town FC,,Cheltenham Town FC,2020,Apr,10,10/Apr/2020,Fri,1,0,1,Cheltenham Town FC
43,Fri Apr 10 2020,Walsall FC,,Plymouth Argyle FC,2020,Apr,10,10/Apr/2020,Fri,1,0,1,Plymouth Argyle FC
44,Mon Apr 13 2020,Bradford City AFC,,Crewe Alexandra FC,2020,Apr,13,13/Apr/2020,Mon,1,0,1,Crewe Alexandra FC
44,Mon Apr 13 2020,Cambridge United FC,,Port Vale FC,2020,Apr,13,13/Apr/2020,Mon,1,0,1,Port Vale FC
44,Mon Apr 13 2020,Carlisle United FC,,Scunthorpe United FC,2020,Apr,13,13/Apr/2020,Mon,1,0,1,Scunthorpe United FC
44,Mon Apr 13 2020,Cheltenham Town FC,,Crawley Town FC,2020,Apr,13,13/Apr/2020,Mon,1,0,1,Crawley Town FC
44,Mon Apr 13 2020,Colchester United FC,,Oldham Athletic AFC,2020,Apr,13,13/Apr/2020,Mon,1,0,1,Oldham Athletic AFC
44,Mon Apr 13 2020,Grimsby Town FC,,Walsall FC,2020,Apr,13,13/Apr/2020,Mon,1,0,1,Walsall FC
44,Mon Apr 13 2020,Leyton Orient FC,,Salford City FC,2020,Apr,13,13/Apr/2020,Mon,1,0,1,Salford City FC
44,Mon Apr 13 2020,Macclesfield Town FC,,Stevenage FC,2020,Apr,13,13/Apr/2020,Mon,1,0,1,Stevenage FC
44,Mon Apr 13 2020,Mansfield Town FC,,Exeter City FC,2020,Apr,13,13/Apr/2020,Mon,1,0,1,Exeter City FC
44,Mon Apr 13 2020,Morecambe FC,,Swindon Town FC,2020,Apr,13,13/Apr/2020,Mon,1,0,1,Swindon Town FC
44,Mon Apr 13 2020,Newport County AFC,,Forest Green Rovers FC,2020,Apr,13,13/Apr/2020,Mon,1,0,1,Forest Green Rovers FC
44,Mon Apr 13 2020,Plymouth Argyle FC,,Northampton Town FC,2020,Apr,13,13/Apr/2020,Mon,1,0,1,Northampton Town FC
45,Sat Apr 18 2020,Crawley Town FC,,Macclesfield Town FC,2020,Apr,18,18/Apr/2020,Sat,1,0,1,Macclesfield Town FC
45,Sat Apr 18 2020,Crewe Alexandra FC,,Grimsby Town FC,2020,Apr,18,18/Apr/2020,Sat,1,0,1,Grimsby Town FC
45,Sat Apr 18 2020,Exeter City FC,,Carlisle United FC,2020,Apr,18,18/Apr/2020,Sat,1,0,1,Carlisle United FC
45,Sat Apr 18 2020,Forest Green Rovers FC,,Cambridge United FC,2020,Apr,18,18/Apr/2020,Sat,1,0,1,Cambridge United FC
45,Sat Apr 18 2020,Northampton Town FC,,Bradford City AFC,2020,Apr,18,18/Apr/2020,Sat,1,0,1,Bradford City AFC
45,Sat Apr 18 2020,Oldham Athletic AFC,,Plymouth Argyle FC,2020,Apr,18,18/Apr/2020,Sat,1,0,1,Plymouth Argyle FC
45,Sat Apr 18 2020,Port Vale FC,,Newport County AFC,2020,Apr,18,18/Apr/2020,Sat,1,0,1,Newport County AFC
45,Sat Apr 18 2020,Salford City FC,,Morecambe FC,2020,Apr,18,18/Apr/2020,Sat,1,0,1,Morecambe FC
45,Sat Apr 18 2020,Scunthorpe United FC,,Mansfield Town FC,2020,Apr,18,18/Apr/2020,Sat,1,0,1,Mansfield Town FC
45,Sat Apr 18 2020,Stevenage FC,,Cheltenham Town FC,2020,Apr,18,18/Apr/2020,Sat,1,0,1,Cheltenham Town FC
45,Sat Apr 18 2020,Swindon Town FC,,Leyton Orient FC,2020,Apr,18,18/Apr/2020,Sat,1,0,1,Leyton Orient FC
45,Sat Apr 18 2020,Walsall FC,,Colchester United FC,2020,Apr,18,18/Apr/2020,Sat,1,0,1,Colchester United FC
46,Sat Apr 25 2020,Bradford City AFC,,Walsall FC,2020,Apr,25,25/Apr/2020,Sat,1,0,1,Walsall FC
46,Sat Apr 25 2020,Cambridge United FC,,Crewe Alexandra FC,2020,Apr,25,25/Apr/2020,Sat,1,0,1,Crewe Alexandra FC
46,Sat Apr 25 2020,Carlisle United FC,,Stevenage FC,2020,Apr,25,25/Apr/2020,Sat,1,0,1,Stevenage FC
46,Sat Apr 25 2020,Cheltenham Town FC,,Salford City FC,2020,Apr,25,25/Apr/2020,Sat,1,0,1,Salford City FC
46,Sat Apr 25 2020,Colchester United FC,,Forest Green Rovers FC,2020,Apr,25,25/Apr/2020,Sat,1,0,1,Forest Green Rovers FC
46,Sat Apr 25 2020,Grimsby Town FC,,Oldham Athletic AFC,2020,Apr,25,25/Apr/2020,Sat,1,0,1,Oldham Athletic AFC
46,Sat Apr 25 2020,Leyton Orient FC,,Exeter City FC,2020,Apr,25,25/Apr/2020,Sat,1,0,1,Exeter City FC
46,Sat Apr 25 2020,Macclesfield Town FC,,Swindon Town FC,2020,Apr,25,25/Apr/2020,Sat,1,0,1,Swindon Town FC
46,Sat Apr 25 2020,Mansfield Town FC,,Crawley Town FC,2020,Apr,25,25/Apr/2020,Sat,1,0,1,Crawley Town FC
46,Sat Apr 25 2020,Morecambe FC,,Scunthorpe United FC,2020,Apr,25,25/Apr/2020,Sat,1,0,1,Scunthorpe United FC
46,Sat Apr 25 2020,Newport County AFC,,Northampton Town FC,2020,Apr,25,25/Apr/2020,Sat,1,0,1,Northampton Town FC
46,Sat Apr 25 2020,Plymouth Argyle FC,,Port Vale FC,2020,Apr,25,25/Apr/2020,Sat,1,0,1,Port Vale FC
